100,1,1,0.634,0.4999,0.4992,0.004045891109853983,5.264029723890757e-13
100,0.75,1,0.634,0.4999,0.4952,0.004020073218271136,7.853772157791422e-14
100,0.5,1,0.634,0.4952,0.492,0.004076102981343865,2.71669877207485e-13
100,0.25,1,0.634,0.4949,0.4896,0.004059894243255258,1.973385403280867e-13
100,0.1,1,0.634,0.4883,0.4896,0.005301899393089116,3.18468514241892e-13
100,1,0.75,0.5253,0.492,0.4922,0.004340972169302404,9.726649148337268e-14
100,0.75,0.75,0.5253,0.4969,0.4911,0.004905927460640669,6.176889099502599e-14
100,0.5,0.75,0.5253,0.4969,0.4848,0.004263100330717862,9.789365756973389e-14
100,0.25,0.75,0.5253,0.4941,0.4786,0.004104054067283869,1.067366993875058e-13
100,0.1,0.75,0.5253,0.4927,0.4748,0.00429810443893075,1.106042235867596e-13
100,1,0.5,0.3918,0.4879,0.4794,0.004544949624687433,3.900688646691282e-13
100,0.75,0.5,0.3918,0.4741,0.4736,0.003800907754339278,1.21544358800168e-12
100,0.5,0.5,0.3918,0.4692,0.4685,0.003962960210628808,4.181272533491012e-13
100,0.25,0.5,0.3918,0.4715,0.4611,0.004111025366000831,4.087362824439534e-13
100,0.1,0.5,0.3918,0.4723,0.4665,0.005448902607895434,3.08596465865368e-12
100,1,0.25,0.2217,0.4592,0.4607,0.004798057256266475,3.684055892252355e-14
100,0.75,0.25,0.2217,0.4361,0.436,0.003414028440602124,1.147511064928281e-13
100,0.5,0.25,0.2217,0.4337,0.4094,0.003774112090468407,3.422499053980793e-14
100,0.25,0.25,0.2217,0.4324,0.4141,0.004430901724845171,5.286787156555535e-14
100,0.1,0.25,0.2217,0.4288,0.3919,0.005156025290489197,1.028419227927906e-13
100,1,0.1,0.0969,0.3501,0.3471,0.003455107915215194,1.250336460767755e-13
100,0.75,0.1,0.0969,0.3258,0.2978,0.002906921319663525,1.433285152962678e-13
100,0.5,0.1,0.0969,0.3067,0.2974,0.003112947568297386,1.022492383985099e-13
100,0.25,0.1,0.0969,0.3137,0.2765,0.003118881024420261,5.11358430454011e-13
100,0.1,0.1,0.0969,0.3176,0.253,0.003038967261090875,1.361452537622321e-13
200,1,1,0.633925,0.4994,0.49815,0.02760496223345399,4.371109736202778e-11
200,0.75,1,0.633925,0.4958,0.49585,0.01964994752779603,2.889115456774929e-12
200,0.5,1,0.633925,0.49765,0.4963,0.02008908439893275,4.312055051919094e-11
200,0.25,1,0.633925,0.4971,0.495275,0.02013796987012029,2.40371489447319e-11
200,0.1,1,0.633925,0.49625,0.4952,0.02020094846375287,9.366818771827375e-12
200,1,0.75,0.529025,0.49675,0.49595,0.02207408344838768,9.456340595326043e-13
200,0.75,0.75,0.529025,0.498075,0.49245,0.01909408939536661,2.233351044974706e-13
200,0.5,0.75,0.529025,0.4959,0.493225,0.01951891498174518,6.693363116818002e-13
200,0.25,0.75,0.529025,0.4965,0.490125,0.01962293009273708,6.908558699281465e-13
200,0.1,0.75,0.529025,0.494925,0.490525,0.01956611860077828,9.11626467484715e-13
200,1,0.5,0.3948,0.49085,0.492575,0.01837902481202036,7.232181428044689e-13
200,0.75,0.5,0.3948,0.488975,0.48255,0.02220588608179241,6.514084595979904e-13
200,0.5,0.5,0.3948,0.48615,0.484825,0.01858289469964802,2.021804413996928e-13
200,0.25,0.5,0.3948,0.490225,0.48315,0.01858511322643608,3.527024440276967e-13
200,0.1,0.5,0.3948,0.482775,0.47755,0.02220210479572415,4.358680771365764e-13
200,1,0.25,0.2209,0.47355,0.4757,0.02195088972803205,3.332974451904528e-13
200,0.75,0.25,0.2209,0.4606,0.461025,0.02459696726873517,2.062012057672357e-13
200,0.5,0.25,0.2209,0.457775,0.45355,0.02120398834813386,2.013075417684458e-13
200,0.25,0.25,0.2209,0.448475,0.442,0.01842488127294928,2.745456722958454e-13
200,0.1,0.25,0.2209,0.449875,0.44015,0.02100109553430229,6.678739161987808e-13
200,1,0.1,0.0953,0.4222,0.41455,0.01660294411703944,7.440654974190893e-13
200,0.75,0.1,0.0953,0.398325,0.392125,0.01670398120768368,1.514313149184167e-12
200,0.5,0.1,0.0953,0.3839,0.361775,0.01538500760216266,7.855765199066623e-13
200,0.25,0.1,0.0953,0.360375,0.348925,0.0155739956535399,3.962008911821363e-13
200,0.1,0.1,0.0953,0.35925,0.3329,0.01493798452429473,1.844051648566788e-12
400,1,1,0.63181875,0.4994125,0.49905,0.1064710053615272,2.883764855105839e-12
400,0.75,1,0.63181875,0.49819375,0.49904375,0.1092238987330347,1.046127908620022e-12
400,0.5,1,0.63181875,0.49875625,0.497375,0.1104759572772309,1.508112207967701e-12
400,0.25,1,0.63181875,0.496275,0.497425,0.1133749416330829,1.351193021673913e-12
400,0.1,1,0.63181875,0.4981875,0.49735,0.1109430521028116,3.368154282435913e-12
400,1,0.75,0.527425,0.49734375,0.4979625,0.1061039542546496,1.338779619335988e-12
400,0.75,0.75,0.527425,0.49845625,0.49724375,0.1086019378853962,1.128547205953239e-12
400,0.5,0.75,0.527425,0.49828125,0.4957125,0.113542911130935,2.175635271209863e-12
400,0.25,0.75,0.527425,0.49495625,0.4952625,0.1121130704414099,1.289000194039155e-12
400,0.1,0.75,0.527425,0.49596875,0.49575625,0.107622945914045,4.513074566953069e-12
400,1,0.5,0.393,0.49691875,0.495675,0.1110549723962322,6.77416192300296e-12
400,0.75,0.5,0.393,0.49086875,0.49086875,0.1234609645325691,1.595662152106233e-11
400,0.5,0.5,0.393,0.4915375,0.489925,0.1108140798751265,3.806479974609932e-12
400,0.25,0.5,0.393,0.49005625,0.48854375,0.1113641167758033,1.623135842726662e-11
400,0.1,0.5,0.393,0.49336875,0.49154375,0.1072908911155537,2.088852341352473e-12
400,1,0.25,0.2208375,0.48554375,0.4879625,0.1011870066868141,8.867197858987329e-13
400,0.75,0.25,0.2208375,0.48071875,0.484575,0.1078929107170552,6.885458696372219e-13
400,0.5,0.25,0.2208375,0.47883125,0.47395,0.1043471061857417,9.779621280293119e-13
400,0.25,0.25,0.2208375,0.47620625,0.46354375,0.09729894471820444,6.492671540619073e-13
400,0.1,0.25,0.2208375,0.47608125,0.4641125,0.1060331045882776,5.365494801863245e-13
400,1,0.1,0.095425,0.4572875,0.4623375,0.08885498868767172,2.418939132219417e-13
400,0.75,0.1,0.095425,0.43561875,0.42998125,0.08784796833060682,4.746807094171432e-13
400,0.5,0.1,0.095425,0.43746875,0.42191875,0.0898961165221408,4.74902834222547e-13
400,0.25,0.1,0.095425,0.44231875,0.41995,0.08994706999510527,4.820941248016388e-13
400,0.1,0.1,0.095425,0.43796875,0.4101,0.09553101705387235,6.885868971422606e-13
